"subject_id" "activity_nm" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyAccMag.mean.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroJerkMag.mean.." "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.std.." "tGravityAccMag.std.." "tBodyAccJerkMag.std.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.std.." "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyAccMag.std.." "fBodyBodyAccJerkMag.std.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroJerkMag.std.."
5 "LAYING" 14.47338493 -0.951819041 -5.612755391 -25.14047108 49.654298 13.70952398 4.410457086 0.3886796314 -0.15811492302 -1.13846207021 -4.1532899 8.314507081 -5.3099345 -2.1031240115 -3.683210375 -50.27244991 -50.27244991 -50.9673452 -49.24079163 -51.29380997 -50.37456728 -50.20181509 -50.80440168 -51.09986217 -50.19708544 -51.12901609 -50.74146957 -50.86898158 -50.08655332 -50.03621917 -50.82253175 -50.34936758 -51.20013734 -50.2285945 -50.40337189 -50.36525085 -49.17615748 -51.2701308 -50.80798554 -51.13200883 -50.15714241 -51.24180716 -50.93393274 -50.82622327 -49.9503564 -51.1379574 -51.15549292 -51.4633388 -49.84786489 -49.84786489 -50.82881156 -49.83097194 -51.15611176 -50.17760247 -50.59127771 -50.22587394 -51.25251406 -50.24461416 -51.27905115 -50.99670003 -50.81740565 -50.09189838 -50.05131921 -50.77186061 -49.88167929 -51.13859364
5 "SITTING" 12.04254214 -0.4356367519 -4.7757732117 38.75218353 7.411603056 6.2923017349 3.298140608 -0.1226602723 0.148988221724 -1.8583629231 -3.67612995 3.625311587 -3.914889729 -2.0006931225 -2.1459448277 -41.27104619 -41.27104619 -42.65008685 -41.10927245 -42.84932463 -43.00783573 -40.54312837 -41.62682554 -42.94509785 -41.98644955 -42.65805855 -42.11315908 -42.04025581 -41.27215074 -41.1967866 -42.4353733 -41.56945417 -42.75032829 -43.16158097 -39.790745325 -40.74816857 -43.25805183 -41.357491111 -41.58039598 -42.90901341 -41.92259549 -42.8312073 -42.51392134 -41.802819 -41.38806923 -42.50562853 -42.9190921 -42.45465456 -40.52131722 -40.52131722 -42.49334019 -40.98225166 -42.69727486 -43.23399707 -39.7008273244 -40.56111444 -42.96734408 -41.99643545 -42.94498252 -42.65317625 -41.69314475 -41.68324497 -40.72944881 -42.52799423 -41.12886208 -42.70971775
5 "STANDING" 15.82248589 -0.39223439053 -5.721581359 53.77056715 -2.1677670924 7.76375245 4.061063211 -0.1243145201 -0.68774843519 -1.80718665497 -2.85530028 3.8692962781 -5.164599233 -2.2350058574 -2.3644395131 -50.74186326 -50.74186326 -53.5843597 -50.43761132 -53.67073045 -54.01205137 -49.88459619 -51.24469275 -53.93131717 -52.15673169 -53.67256869 -50.94106093 -52.60491737 -50.80268685 -50.65991798 -52.74225057 -50.65445961 -53.32804053 -54.24114168 -48.68863515 -48.68233002 -54.54893954 -52.19054083 -51.21807576 -53.90823649 -52.14815988 -53.97459866 -50.98213245 -52.28933383 -50.81840712 -52.74808247 -53.82595353 -52.90629921 -49.26733287 -49.26733287 -52.80587467 -48.55433586 -53.08636052 -54.35743089 -48.604257969 -48.06095772 -54.08361956 -52.42734564 -54.21204887 -51.11573128 -52.18403744 -51.34020395 -49.65772956 -52.84170977 -48.65918366 -52.98700192
5 "WALKING" 15.55917139 -0.967961777903 -6.033539482 54.46699775 -5.624655977 0.1386692319 4.736977468 -0.9138869669 0.0046600923700001 -2.73795142114 -3.864757398 4.566438777 -4.9750867895 -2.5175333741 -2.7030057378 -8.8669657661 -8.8669657661 -16.146649348 -19.93225268 -24.89381918 -16.115826015 0.5297811429 -27.45406108 -19.31746916 -10.13911103554 -33.06781047 -20.86944998 -28.78129623 -11.935113738 -17.079579378 -15.0909730205 -27.11871842 -30.69100019 -16.469517917 4.2979105571 -25.59320043 -54.84350936 -53.84878659 -54.01652502 -16.961897379 -5.0982256002 -34.32213784 -27.48913988 -28.25883367 -17.84723445 -20.030158584 -32.00053493 -8.8302224631 -21.12200907 -21.12200907 -15.8055675 -27.56190212 -27.39518579 -16.660971891 2.3857502527 -27.05135761 -17.997857892 -3.0531961829 -35.47207976 -29.64599625 -28.15026931 -23.54055621 -29.09966786 -17.11838106 -33.02552438 -25.51725685
5 "WALKING_DOWNSTAIRS" 13.796564575 -0.3995505406 -4.715036741 44.96251957 -2.8556180961 1.0188561781571 5.1535782216 0.6468056989 1.0029690229 -3.2098447856 -3.3266881943 3.790831951 -5.177003388 -3.32899396585 -1.8783875974 9.923526121 9.923526121 -2.996384229 -10.24740226 -18.66819419 4.626304424 3.723719262 -17.61278421 -1.7296571105 -2.6697549004 -23.12305747 -13.881219767 -17.97670453 -1.60622631207 7.319881934 0.43164530416 -16.4189054924 -21.32377061 12.927167192 4.2658645769 -15.31689746 -44.67307411 -42.88108078 -43.57805845 1.5153528577 2.2259778791 -24.56462698 -21.650401709 -19.22930501 -10.709844992 -19.33120422 -24.1857999 -1.6178220951 9.65485167 9.65485167 -1.3750813962 -16.9518803469 -21.16425098 15.81807207 1.2608684129 -16.60969896 0.519628861 4.23808445492 -25.90536954 -24.20222423 -20.28298044 -17.61114379 2.0141080294 -4.21757789 -22.75463989 -22.89503586
5 "WALKING_UPSTAIRS" 12.617595086 -1.52876784922 -5.051158334 44.03062624 -12.49930075 -1.09056621197 3.738584374 0.6586127066 -1.20277480429 1.857398271 -5.5081909347 1.9948812516 -6.722395259 -2.63151015375 -2.5140083847 2.04714150335 2.04714150335 -11.627963415 -11.0692956774 -22.25394389 -7.589810979 3.425844843 -21.50112181 -13.61709711 -9.250442281 -28.51572084 -12.3899095236 -24.2806252 -6.5706654825 -7.955291675 -12.439722131 -18.45053295 -26.85317452 -2.1490175653 8.6960555954 -14.520132003 -44.81825854 -42.32405083 -43.30672026 -10.523138524 -5.876250799 -30.00334451 -20.83708633 -20.69625384 -12.476212657 -14.346524517 -29.69563627 -13.261255789 -6.426610037 -6.426610037 -14.57876766 -16.6703299 -26.22543908 -0.2226952451 7.7567686655 -13.595062976 -10.590408618 -4.9496241818 -31.43480843 -23.57922227 -18.96386048 -17.87776632 -11.942320576 -17.79498377 -20.70091744 -26.90679593
6 "LAYING" 14.173421648 -0.5844162722 -7.587815511 -27.17246309 54.52584741 10.0244594142 5.491847145 -0.06528166694 0.1874258542 -0.4537486525 -6.1114439581 10.20881732 -6.342235224 -2.41739445296 -4.09131604 -52.376094497 -52.376094497 -54.42077878 -51.81186996 -54.47180708 -53.52951249 -52.65128711 -53.46856 -55.1231289 -53.35447495 -54.40227315 -53.32006687 -53.68097803 -53.16028693 -52.004044177 -54.07336185 -53.01875745 -54.36066957 -53.240817057 -52.704755104 -52.73731772 -50.60153969 -54.67223152 -52.90345209 -55.08144012 -53.21944618 -54.69982515 -54.45655883 -53.78719212 -53.53108708 -53.55786167 -54.64184272 -54.69600708 -51.14759602 -51.14759602 -54.16949026 -52.49212633 -54.32994909 -53.1503876633 -52.993539536 -52.66827066 -55.21129209 -53.33589481 -54.92334983 -54.84340378 -53.88581058 -53.98679614 -51.60631685 -54.23850185 -52.93560874 -54.46376531
6 "SITTING" 15.22281681 -0.8025138841 -6.057025079 51.35311142 3.7544576485 3.82370811442 4.15096899373 0.000140607390000013 0.34305028015 -2.04843255557 -4.94495816403 4.698903034 -5.151814384 -1.83692685014 -2.56027371038 -52.22489422 -52.22489422 -52.95034261 -51.29870967 -52.96110753 -53.64433001 -51.0545401 -51.46889634 -53.40706139 -52.08889517 -52.48098821 -51.68192703 -51.91215662 -51.41206925 -51.46627152 -52.15917595 -51.13491236 -52.36190113 -53.90907135 -50.80251721 -50.91884034 -54.38798031 -52.84817971 -52.55117078 -53.3461212 -51.98290274 -52.72151239 -52.6552225 -51.92715246 -51.6824743 -51.90431426 -52.89793995 -52.73332192 -51.23649606 -51.23649606 -52.15000053 -50.669271 -52.25828145 -54.03482066 -50.91223258 -50.91726616 -53.43188221 -52.07840231 -52.89001053 -52.98738756 -51.96958087 -52.10297388 -51.67509616 -52.10175852 -51.12520279 -52.31581814
6 "STANDING" 15.97973617 -1.0330470649 -6.393851421 53.87292322 -13.12430906 0.7934027995 4.164987746 0.49697387625 -0.2745759799 -1.6103590423 -3.3619947448 4.374150052 -5.88767445 -2.444321337 -2.8866634798 -53.86630396 -53.86630396 -55.12483886 -53.54607043 -54.91415471 -55.69471638 -53.02917889 -53.74324897 -55.48839071 -54.2301115 -54.93338053 -53.10190591 -53.76656933 -53.76465732 -53.91913883 -54.48709831 -52.81986493 -54.45923288 -55.9602151 -52.52511193 -52.7644652 -56.17823481 -55.20159877 -53.73931855 -55.46856024 -54.11364979 -55.15019278 -54.01099402 -53.72173542 -54.02358289 -53.94614481 -54.85806333 -54.8772161 -53.54068423 -53.54068423 -54.49765132 -52.20581966 -54.29456533 -56.09184032 -52.52259933 -52.55783178 -55.58843363 -54.18884267 -55.28406321 -54.31059153 -53.72473293 -54.40397504 -53.84015413 -54.45674999 -52.61719941 -54.26904447
6 "WALKING" 16.16855548 -0.96303887777 -6.287280455 54.60984494 -12.23760658 1.891766313 3.9876394984 -0.939540781 -0.4211907844 -1.4540482628 -4.2434360562 4.7812101559 -5.0096792136 -2.0651611395 -3.07570452 -9.509920677 -9.509920677 -11.121670485 -16.028846944 -18.313557539 -10.712256419 8.0245524535 -28.41564937 -8.603746316 -4.2963312332 -30.86200112 -13.6600905004 -19.45857048 -11.6038011478 -11.479036636 -3.1578811299 -18.791824032 -20.890530445 -16.90270689 9.3601914448 -28.74647981 -55.7334541 -54.96216838 -54.56068647 -7.5687317154 0.461071503 -32.81931559 -25.4231943 -18.90702927 -21.83894208 -10.408253212 -23.73424403 -9.5010120673 -15.20384754 -15.20384754 -4.024368996 -20.839366256 -20.788375512 -19.67797833 5.79687960363 -31.37705344 -10.9835975662 1.7923688661 -34.69158819 -29.3734597 -18.92449629 -29.19592631 -24.03593633 -5.500498307 -29.10695439 -23.2604976695
6 "WALKING_DOWNSTAIRS" 13.298172391 -0.93776832303 -5.146049098 44.56950985 -10.27422405 -0.14783121826 4.976704498 0.47408918744 -0.4475858963 -4.612019701 -1.6405546013 4.17606045701 -1.2309707153 -3.6868315949 -1.786697522 16.02022711 16.02022711 4.984563468 0.68485354366 -3.9809609 15.75880829 16.3090163435 -13.324924364 6.5546395831 6.5857177104 -13.588137846 3.0418370537 -6.2557183579 7.3365719703 19.00598566 11.7040444217 -0.6899300832 -6.3698584495 18.41671871 17.28791802089 -15.36980316098 -45.81150084 -44.81172486 -44.85018079 7.9330114012 13.2741134174 -16.167231469 -9.5185849575 -9.08301936 -4.5158300627 1.8882622121 -9.288403463 9.2739119501 17.93337188 17.93337188 10.05610437 -2.0461284047 -5.33896397566 19.3617488 13.595896206 -19.488686904 4.255272477092 16.379634845 -18.674738262 -13.7627959013 -11.302606856 -13.232028613 6.941892339 7.4308253475 -11.6329851514 -6.99521018383
6 "WALKING_UPSTAIRS" 13.67969711 -1.38936946386 -6.226204378 46.59524432 -17.37736305 -0.9415057184 3.67744425 0.189385144 -0.1212864555 -3.9137748105 -2.64680814427 3.38759353248 -3.32532491113 -2.334297308 -2.94168024702 0.90673396961 0.90673396961 -10.576369762 -6.5851834517 -17.487663764 -6.684844013 4.9879790079 -21.789653086 -12.485451268 -6.2725713109 -28.01504541 -5.868315416 -16.8123427611 -2.3671247621 -4.17934492064 -8.6632799593 -11.761977769 -23.4210530225 -2.55688596142 9.6530819837 -18.0294952597 -48.92937068 -46.55793484 -46.21601396 -9.195358961 -2.11137269829 -28.6023651 -16.420659906 -16.105794982 -9.3789092654 -9.5249279811 -24.81120017 -8.71155433254 -4.0366950951 -4.0366950951 -8.668488515 -10.19457922 -22.444072417 -1.07781169911 8.1153126358 -18.659583407 -9.527568786 -0.8660381895 -29.15537181 -19.90265453 -15.994547144 -15.80990234 -11.330233117 -9.06447688704 -16.2268685198 -23.25282367
7 "LAYING" 13.00918809 -1.0629398878 -5.270773902 -26.14634103 20.45910246 47.19196682 5.038300894 1.3032457549 -0.68460037467 -0.14697379481 -6.947496143 8.107841548 -5.5091006612 -1.8662666143 -3.493889332 -48.69238524 -48.69238524 -50.96661646 -47.62126901 -51.11645911 -49.57806077 -48.9940856 -49.84780552 -50.98043844 -50.57164574 -50.41529884 -49.59159648 -49.7936508 -49.75907617 -48.254797793 -50.33944548 -48.9387974 -50.65413143 -48.69870772 -48.16565877 -49.55487503 -47.539506045 -49.68826456 -50.01926719 -51.01084332 -50.60084433 -50.59511934 -49.92659477 -49.14374064 -49.67533431 -50.63953609 -50.77715382 -51.42133767 -47.166054684 -47.166054684 -50.30016848 -47.77044787 -50.50266717 -48.41827019 -47.99173092 -49.57579361 -51.14512912 -50.74607954 -50.70379575 -50.04210923 -48.86584943 -49.86157345 -47.3482080718 -50.19867986 -47.78241097 -50.40895784
7 "SITTING" 13.66438259 -0.70132683858 -5.878300686 46.51909557 0.2922463901 3.1182540017 3.208895007 0.56094441269 0.77761988143 -2.38262265462 -1.6133743035 1.2454879447 -4.5031470004 -1.902935448 -2.181918092 -44.08474114 -44.08474114 -46.87486447 -43.09778568 -47.11992587 -46.68946209 -44.71155042 -43.42441622 -47.13778771 -46.53233342 -46.48816823 -45.29432436 -45.92054712 -45.47615676 -43.62992526 -46.60580084 -44.78793385 -46.97447959 -46.68808198 -43.65382553 -41.113581189 -45.9399568 -45.3809407 -41.6929217 -47.14358871 -46.53401647 -46.66831069 -45.20980576 -45.31796815 -44.97701801 -46.76971419 -47.08918467 -47.08582394 -42.333965749 -42.333965749 -46.57167716 -43.10703909 -46.85829265 -46.69823837 -43.4222014 -40.51598654 -47.23326453 -46.64711905 -46.78556133 -45.25086828 -45.03574656 -45.11164887 -42.571950636 -46.48775364 -42.99863895 -46.79836506
7 "STANDING" 14.98434759 -0.7724238075 -5.288225007 50.81262046 -6.233173593 -2.737840723 3.985150098 0.36819118766 -0.57462755839 -1.54538572649 -4.10398315 4.510538503 -4.7781602095 -2.187827343 -2.890567082 -49.96440694 -49.96440694 -51.58920923 -50.00155492 -51.8009854 -51.76413722 -49.91984054 -49.74317755 -51.74512357 -51.25974993 -51.31617108 -49.7204468 -50.75007958 -50.72974798 -50.11740687 -51.27314808 -49.7513642 -51.60457194 -51.90330123 -48.94024886 -48.60440093 -52.35962771 -51.20663893 -49.77553378 -51.74938787 -51.18796231 -51.51918282 -50.09812743 -50.33128818 -50.4364312 -51.19712007 -51.77240114 -51.84283992 -49.48027831 -49.48027831 -51.33401687 -48.67726482 -51.52172029 -51.96869081 -48.71329391 -48.35501713 -51.87264139 -51.24306538 -51.65028667 -50.23827527 -50.12836236 -50.57998854 -49.67626215 -51.36188458 -48.75195137 -51.51066917
7 "WALKING" 15.70879882 -1.0632589247 -6.321997392 53.15628892 -9.06852921 -9.168274669699 5.1383371004 1.0506395227 -1.1992717444 0.13043606886 -4.7715482316 3.6542962316 -7.048289385826 -2.55226636955 -2.82556463178 -5.5751155048 -5.5751155048 -10.998087325 -17.43968303 -17.101298458 -19.55375913 -3.6569159556 2.19924383837 -21.87180047 -7.02199458087 -6.06995125488 -18.148520966 -8.6621011839 -20.90381622 -8.620888026 -2.18986760172 -10.99585663167 -8.85437178417 -18.65286472 -4.403925798 9.0989831459 -55.85152247 -55.25603684 -54.27310692 -19.72349489 -3.120459005 -8.52084532068 -28.68887047 -13.172603411 -22.57277151 -12.0650359192 -9.9257754121 -26.12326937 -11.317618378 -11.317618378 -1.5707677688 -11.3021405165 -5.4343866181 -18.35598976 -8.192143926 7.59905920109 -20.822943084 -2.4619295266 -10.8728377348 -32.12606963 -16.578984604 -26.40639104 -20.04728649 -1.261886406 -19.602010152 -4.7974835123
7 "WALKING_DOWNSTAIRS" 13.17443276 -0.781762153 -4.5561005036 43.73931074 -6.103968634 -7.2819703116 4.5539530678 -0.8979870533 -0.7538348448 -4.9542518092 -2.3367206485 5.49405414501 -2.8071855096 -1.794950096 -3.71050591 0.9343378435 0.9343378435 -8.00502211053 -8.870818487 -18.76380808 2.084113082 -6.829208638 -6.543162439 -1.4345654251 -14.863115985 -13.93526043 -15.94716909 -10.078824428 -14.081212581 10.288820111 3.167324647 -11.987117698 -13.587543828 3.1058333246 -6.4944164185 -2.99109150445 -45.34917026 -44.7758986 -43.65155404 1.33965945825 -13.9251447137 -16.314064627 -19.163972512 -13.753428395 -18.84941653 -24.00435786 -14.0774496448 -19.984417463 10.08356932017 10.08356932017 4.2386305184 -12.208325362 -13.854597816 3.4315207499 -8.938795641 -4.7057101489 -0.200355898 -15.245792335 -18.695401663 -20.338355799 -16.53073393 -23.2706425 1.0078725914 5.0692714942 -18.65475363 -16.6166006969
7 "WALKING_UPSTAIRS" 12.684053077 -1.4057589286 -7.332254129 41.75607456 -12.28849815 -20.58358519 3.6957146864 -0.041431741 -0.00380050299999997 -7.0776835095 -0.12605260623 7.100070647 -4.3688684199 -2.4593174365 -3.6950391392 -10.1017963369 -10.1017963369 -23.39345685 -12.194057447 -33.76045837 -17.14617075 -19.46111668 -16.19051209 -23.18704198 -27.39085917 -29.66999087 -19.57835648 -28.96393359 -20.8156636 -19.30955684 -23.19394562 -27.23313024 -34.33969138 -15.038521697 -16.63416115 -7.4289163076 -47.57397572 -47.92848703 -44.96547139 -21.17280891 -26.51477738 -30.99823025 -18.55651508 -29.22283786 -17.797982622 -31.45744562 -34.23343072 -34.79139296 -17.07197498 -17.07197498 -24.03455126 -21.32538746 -34.4978317 -14.273374397 -17.3923032 -6.3705257416 -21.77567531 -27.24375643 -32.22790005 -18.800485035 -29.57819535 -20.046207423 -21.18066244 -25.36950952 -22.694718576 -35.90863936
8 "LAYING" 14.107731277 -1.14632136296 -5.521249743 -21.92022195 31.85581148 38.87090312 4.742965274 1.25981545934 -0.91378147326 0.2890950517 -4.8134203484 7.462168598 -5.748030449 -2.1045700731 -3.748265015 -50.50666623 -50.50666623 -52.54996444 -49.90968082 -52.83566233 -51.49108245 -51.39809984 -50.99055376 -52.54797219 -52.69738162 -51.95400138 -51.72680985 -51.70020265 -52.24290691 -50.343100858 -51.93681403 -51.00456333 -52.29381308 -50.92422563 -50.48412264 -50.354538538 -49.619152386 -51.73146197 -50.859158222 -52.55566428 -52.73213141 -52.16872903 -52.12101695 -51.41012683 -52.24984675 -52.37590018 -52.6060684 -53.330465 -49.31551782 -49.31551782 -51.99954393 -50.35342128 -52.32757203 -50.76676611 -50.286784876 -50.281910866 -52.70183522 -52.87522761 -52.30975804 -52.26370348 -51.31708943 -52.41628619 -49.531930889 -52.04471909 -50.58649638 -52.47683711
8 "SITTING" 12.304607755 -0.3093732858 -4.80520826 38.29287839 11.044375385 12.139178534 3.618883301 -0.302457501088 -0.49132103232 -2.518026141 -4.393410488 3.293824525 -4.246491152 -1.852299345 -2.050368305 -43.7984264 -43.7984264 -45.35882956 -42.90338319 -45.62314169 -45.13257385 -43.43410704 -44.13406869 -45.30895445 -45.09017081 -45.21778431 -45.18121425 -44.92313494 -44.24273914 -43.60716204 -45.12288545 -44.42711231 -45.43560779 -45.03520301 -42.657271863 -43.21943939 -44.47086649 -43.123265863 -43.03186525 -45.31868267 -45.11609188 -45.32314713 -45.28810643 -44.68903205 -44.14268323 -45.69017378 -45.48830873 -45.32110465 -42.777406319 -42.777406319 -45.11069936 -43.83807508 -45.39080686 -44.99980961 -42.49617859 -42.95893294 -45.39802609 -45.21978404 -45.36452607 -45.32560787 -44.57052393 -44.28108368 -42.85917704 -45.04872974 -43.8495532 -45.36277408
8 "STANDING" 15.09953325 -0.7998105626 -5.7302098292 51.71417574 -4.88485883636 -5.288716934 4.070190844 0.44007393283 0.17396276453 -1.1862286823 -1.5126352226 3.439200978 -5.278909104 -2.620029695 -2.5838094186 -51.50319574 -51.50319574 -53.18572308 -51.45381883 -53.32935174 -53.36387256 -51.3026514 -51.31959852 -53.40757888 -52.71359445 -52.89176844 -52.36258154 -52.5201563 -52.67766294 -51.50228782 -52.90627709 -52.0864681 -53.1202986 -53.39603258 -50.67788917 -50.00752378 -53.33527173 -51.78082216 -49.58787134 -53.41673951 -52.7278756 -53.06098856 -52.54148051 -52.34873646 -52.60238941 -53.00494663 -53.21747332 -53.42062864 -50.608108002 -50.608108002 -52.91634091 -51.47413864 -53.05285794 -53.41592248 -50.55651303 -49.66622805 -53.48236069 -52.84341342 -53.1611502 -52.60685387 -52.27499678 -52.70272863 -50.6859220614 -52.87331381 -51.52247062 -53.01894616
8 "WALKING" 13.18494288 -0.89581855349 -5.14810036 43.8521447 -10.42090534 -8.940856174177 3.376288756 -0.289894807 -0.03234234609 1.12842349562 -4.59800594568 2.4463579939 -6.5225487053 -1.5114283466 -2.5088830336 2.4805741349 2.4805741349 -3.20794766608 -0.14891703366 -16.27820494 -11.87467257 15.21515488 -11.45446055 -14.93753813 3.8247977876 -17.35503658 -4.8990265828 -12.467025232 -6.379305575 -4.5704295717 -5.9440516688 -14.459608735 -22.70525908 -8.3330753281 18.27753853 -6.820249527 -46.78809841 -45.92551227 -45.91872503 -12.417054135 11.231402134 -18.393628631 -9.562066485 -10.17586932 -3.6213496435 -11.811972021 -20.54667361 -18.64545464 -8.6595495648 -8.6595495648 -8.859410591 -11.45984179 -24.14194826 -7.1225692252 15.5925567 -7.6049924146 -13.029512894 15.162409751 -19.415160453 -11.244096283 -9.158674632 -6.862763271 -17.31931097 -13.268934246 -15.718059739 -27.89952916
8 "WALKING_DOWNSTAIRS" 10.77239539 -0.8020229649 -4.088729145 34.73289294 -7.12918925 -5.38908152862 4.519647357 -1.4447366156 -1.498553399 -4.605205787 -1.9028886587 4.33746649579 -1.3272772609 -2.03288483262 -3.2980325289 6.7107738491 6.7107738491 9.9798826302 3.7750330275 -4.79518743 5.1904275947 14.759685631 6.0644107483 8.163973307 8.384308139 2.2271681837 -4.968136919 4.411453403 1.05449264767 11.461816778 12.598081477 -0.0137837276 -4.7568242963 0.9172952002 13.065398378 5.081247501 -35.93912934 -35.78007551 -34.09322048 9.5054615318 10.949347314 -0.5135178222 -9.8203736502 0.9238985894 -4.923479223 -10.1797400985 -2.6772007412 -7.204968853 4.990838955 4.990838955 9.6295137318 -1.7719091139 -5.98442494 -0.9897603883 8.822994966 0.8166763924 6.5610413185 10.4098640874 -3.21736191 -11.5039339 -1.7531540269 -10.193629436 -5.933361556 5.119919787 -9.71243194 -9.99340986
8 "WALKING_UPSTAIRS" 10.614086234 -1.157902059 -4.720006918 35.27511747 -11.94500116 -7.8845853859 3.33664891852 0.578944276 -2.765794069 7.900883514 -8.3724195996 -2.9706387058 -6.3732726401 -1.144702661 -2.189770568 4.962091797 4.962091797 -5.8012791521 6.824367631 -16.42722458 -6.8228536809 10.800687395 -2.9909374586 -8.2113672158 -1.0576056216 -15.85288795 -9.850691229 -4.6396479229 6.804941665 -5.3408452811 -5.4058732659 -9.414049057 -18.9940937 -7.04019916 14.29951806 4.9686784304 -37.9936048 -38.17231481 -35.92292615 -7.651374706 -0.5063545302 -18.348245343 -15.064563056 -2.7346215318 13.8385855749 -16.60789837 -17.41170261 -17.64503301 -9.315210423 -9.315210423 -9.36015093 -4.482444877 -20.2529763 -7.186684597 12.52145986 5.4844139367 -10.140801336 -2.8733680042 -20.83818099 -16.808178812 -1.9630903016 10.7913180156 -16.78059692 -15.549926491 -7.5163515325 -23.60506492
9 "LAYING" 12.95977684 -1.0263410831 -5.377486072 -29.01264174 -5.95770981 47.89365208 4.403672382 0.5780866359 -0.35268389292 -0.6816018074 -7.9451459915 5.0637505341 -5.192333991 -1.3776128474 -2.847452375 -46.54342188 -46.54342188 -48.16872746 -45.35625499 -48.22624095 -47.3432747 -46.71832992 -47.29595003 -48.21520325 -48.20414031 -47.79546075 -46.51489605 -46.72898297 -47.99075046 -46.33021476 -47.71602928 -45.93026678 -47.79031273 -47.1166545 -45.81463882 -47.03536427 -46.09105313 -48.49972441 -48.56023451 -48.23702351 -48.19983399 -47.92812275 -47.11232549 -46.33092657 -48.07976852 -47.26645175 -48.10851211 -48.85380801 -45.756340008 -45.756340008 -47.75134026 -44.92789369 -47.64007799 -47.04905136 -45.64183754 -47.09855818 -48.43006521 -48.3317068 -47.98573588 -47.31945752 -46.15659683 -48.2843156 -46.0964869197 -47.75473561 -45.17002907 -47.61452351
9 "SITTING" 12.416337177 -1.350838849 -3.768923443 45.81622553 -2.07129114469 4.2631549572 3.8502503187 0.4908698631 -0.43373363255 -2.1164438389 -2.071355906 4.03959642954 -4.65354053 -2.3331720736 -2.6420744997 -44.66808588 -44.66808588 -48.21918785 -45.16177684 -48.66820683 -47.9706797 -45.58416095 -44.61006719 -48.27981198 -47.90036953 -47.87634876 -47.51576185 -46.98465039 -47.01561565 -44.88590986 -47.65252204 -46.72188689 -48.41577939 -47.86138957 -43.75707025 -41.600093634 -47.76402031 -47.3225985 -44.292705621 -48.22679282 -47.83887724 -48.09447188 -47.95100246 -45.95941132 -46.50884169 -48.22661726 -48.59637236 -48.43694457 -43.18782171 -43.18782171 -47.58901216 -45.33031603 -48.31805367 -47.84517295 -43.380680373 -40.9000917412 -48.33302018 -47.92614933 -48.24706709 -48.09180081 -45.52916805 -46.70937392 -43.45862557 -47.46974907 -45.32356146 -48.29985074
9 "STANDING" 12.70395258 -0.9020472931 -4.287363666 43.2595576 -0.46727174133 0.411646156 3.420144241 0.5881490823 -0.21153534759 -1.31324113557 -2.73645712332 4.465841995 -4.31539668 -1.8863980845 -2.5908440917 -42.53253671 -42.53253671 -43.62860605 -41.44636004 -43.64208199 -43.72482114 -42.51822443 -42.37590934 -43.70911959 -43.31809345 -43.52081402 -41.26384969 -42.95314357 -42.36796512 -42.58485773 -43.34592978 -41.83960805 -43.53712326 -43.90835636 -42.23860917 -41.36831126 -44.50964222 -43.76582404 -41.95103828 -43.64880295 -43.37321998 -43.67629191 -41.48957754 -42.57209882 -42.29503818 -42.70975612 -43.87664387 -43.63769176 -42.12472547 -42.12472547 -43.369388 -40.87311314 -43.43791729 -43.99106618 -42.24555076 -41.12535745 -43.70754705 -43.57055608 -43.76649369 -41.61323594 -42.38777596 -42.52242653 -42.31194959 -43.36169218 -40.99093468 -43.41468596
